,Argument ID,Conclusion,Stance,Premise,Self-direction: thought,Self-direction: action,Stimulation,Hedonism,Achievement,Power: dominance,Power: resources,Face,Security: personal,Security: societal,Tradition,Conformity: rules,Conformity: interpersonal,Humility,Benevolence: caring,Benevolence: dependability,Universalism: concern,Universalism: nature,Universalism: tolerance,Universalism: objectivity
2293,A22459,We should cancel the pride parades.,in favor of,♪ Pride parades are offensive to many people ♪,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0
2299,A22470,We should cancel the pride parades.,in favor of,· Pride parades promote inappropriate lifestyles,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0
2305,A22480,We should fund embryonic stem cell research.,against,Research on stem cells is considered to be unethical and false by many religions.,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0
2310,A22486,We should adopt gender-neutral language.,in favor of,We should adopt non-sexist language because non-sexist language can improve the status of women in society.,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0
2321,A22500,We should give up the use of the school uniform.,in favor of,"The school uniforms are unflattering, uncomfortable and expensive.",1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0
2323,A23002,We should abolish zoos.,against,We should not abolish zoos because they do so so that people can see animals that they would otherwise not be able to see because of their location.,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2324,A23003,We should adopt a multi-party system.,against,They can lead to too much indecision,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2325,A23006,We should abolish the Olympic Games,against,The Olympic Games should not be abolished because they bring the world together to see exceptional sport and inspire young people to take on the sport and strive for success.,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2326,A23007,We must limit judicial activism,in favor of,· Judicial activism offers a limited view of the procedure,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
2329,A23010,We should ban whaling.,against,"· Whale hunting is part of the culture of various indigenous populations and should be allowed to maintain this tradition and lifestyle, including the use of whales.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
2330,A23012,We should ban the Church of Scientology,against,"We cannot ban any church, people must be free to believe in any religion they choose. It is a fundamental right.",1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0
2332,A23017,We should adopt libertarianism.,in favor of,We should adopt libertarianism because it gives citizens more freedom to live their lives as they want,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2338,A23024,We should ban algorithmic trading.,in favor of,The algorithmic trading is unfair to the market,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2341,A23027,We must put an end to the use of economic sanctions.,against,You should not have to share what you have with other places that do things that are against your country's beliefs.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2344,A23030,We should limit the remuneration of executives.,in favor of,"• Workers would be more motivated to do a good job if they were paid more, rather than giving managers so much.",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2347,A23035,We should adopt gender-neutral language.,in favor of,We should adopt non-sexist language to ensure that everyone is included.,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
2355,A23045,We should ban telemarketing.,in favor of,"- Telemarketing should be banned because it's just boring. If someone really wants a product, they'll buy it and not wait for someone to call them about it.",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2357,A23050,We should cancel the pride parades.,against,The pride parades provide a sense of community and support.,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
2358,A23053,We should abolish safe spaces.,in favor of,"Safe spaces create an echo chamber where only currently accepted ideas can be spoken and where any dissent is blocked, thus preventing change and growth.",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2360,A23057,We should subsidize student loans.,against,• Student loans can be expensive and put young people in debt,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2363,A23062,We should adopt libertarianism.,against,There are many more disparities in wealth in a libertarian society.,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
2366,A23065,We should put an end to compulsory retirement.,against,"We should not put an end to mandatory retirement because it opens up jobs for young people who, otherwise, could never start their careers.",0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
2377,A23078,We should legalize cannabis.,in favor of,Legalization of cannabis is a lucrative source of income,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2378,A23079,We should ban whaling.,in favor of,Whales must be protected before they are threatened.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2380,A23081,We should ban cosmetic surgery.,against,People should have the right to choose what they want to do to their bodies.,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2383,A23084,We should abolish the Olympic Games,against,The Olympic Games provide employment for many people and are entertaining,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2387,A23093,We should subsidize Wikipedia.,in favor of,It is going to encyclopedia and should be of the highest possible quality,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2390,A23100,We should ban whaling.,in favor of,Whale hunting has devastating effects on the entire ocean ecosystem.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2394,A23108,We should abolish zoos.,against,Zoos help protect endangered animals.,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
2396,A23112,We should legalize sexual selection,in favor of,We should legalize sexual selection because it is a right of choice for parents and many families may want a girl after many boys and therefore sexual selection will help ensure a desired pregnancy.,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2399,A23115,We should ban algorithmic trading.,against,"The digitisation of the sector raises the scope of information, such as computer models and algorithmic programs.",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2400,A23117,We should legalize prostitution.,against,Prostitution is immoral and goes against all the values of a decent society,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
2403,A23121,We should ban whaling.,against,"If a county wants to hunt and kill whales, it should be allowed to do so.",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2410,A23130,We should cancel the pride parades.,in favor of,The pride parades send the wrong message to young children.,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
2411,A23132,We should limit the remuneration of executives.,against,"• Managers who run huge, profitable companies that employ a lot of people should be highly compensated for this.",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2412,A23133,We should abolish the Olympic Games,in favor of,The Olympic Games have become prohibitive to host. It is not worth spending billions on an event that lasts two weeks.,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2413,A23134,We should abolish the death penalty,against,Capital punishment discourages people from committing crimes,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2417,A23142,We should ban algorithmic trading.,in favor of,The algorithmic trading is unfair to investors who try to invest hard-earned money as a second income,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
2422,A23148,We should limit the remuneration of executives.,against,The whole point of becoming an executive works on the scale for years in order to receive six-digit pay and lucrative bonuses.,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2423,A23149,We should ban prayer in school.,against,"Prayer in school must be seen as an expression of human ideals of love and tolerance, free to adhere to a particular religion, and is a valuable message to promote.",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2428,A23161,We should abolish zoos.,in favor of,The zoo houses animals in small enclosures and operates them for profit.,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
2429,A23167,We should fund embryonic stem cell research.,against,The embryonic stem cell research uses human ovules to grow in a laboratory. These ovules could have been human. We try to play the god and exceed human rights.,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
2434,A23173,We should ban cosmetic surgery.,in favor of,Aesthetic surgery is a frivolous waste of resources and should be prohibited.It takes medical time away from those in need.Aesthetic surgery promotes vanity and self absorption.,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
2435,A23174,We should legalize sexual selection,against,The choice of sex runs counter to the laws of nature and religion,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
2437,A23177,We should ban the use of children's actors.,against,"Children should be allowed to work in performing arts or professional sports, a ban makes no sense, nothing wrong is done",0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2441,A23182,We should abolish zoos.,against,• Animals can live comfortably in the zoo compared to other animals who lose their homes due to human actions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2442,A23186,We should limit the remuneration of executives.,against,"The leaders are taking more time, effort and life to get their business to the top. This effort really deserves to be recognized.",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2451,A23201,We must limit judicial activism,against,Sometimes politics becomes so corrupt and untenable that the only way to change the country is through judicial activism.,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2457,A23210,We should ban missionary work,against,We should not ban missionary work because otherwise people will not know what the Bible means; they can never be exposed to information at all if there were no missionaries.,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2461,A23215,We should ban cosmetic surgery.,in favor of,Why should people make such risky movements for the sake of vanities?,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
2463,A23218,We should ban the use of children's actors.,in favor of,"We should ban the use of children's actors because they are the remains of children, children and they play and spoil themselves.",0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2475,A23236,We should ban cosmetic surgery for minors.,in favor of,Minors do not have the propensity and the ability to make decisions about permanent procedures. They cannot fully think through the consequences of plastic surgery. Many may end up regretting it.,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2477,A23238,We should ban the Church of Scientology,against,People are free to practice any religion they want,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2478,A23240,We should subsidize student loans.,in favor of,"New generations need the opportunity to advance in their preparation, which is why if they do not have the means and the State does not provide free education, then it should promote such means as loans.",0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2479,A23242,We should adopt a zero tolerance policy in schools.,in favor of,"The zero tolerance policy works- Think of schools 30 years ago, when politics was widespread. Therefore, children were obedient and disciplined, as opposed to the behaviour of students today, using modern soft approaches in schools.",0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
2483,A23248,We should ban cosmetic surgery.,in favor of,• Cosmetic surgery is unnecessary and does not bring health benefits,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
2488,A23259,We should ban cosmetic surgery.,against,We should not ban cosmetic surgery because some people need it to be done to improve their health and lifestyle.,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2489,A23260,We should subsidize journalism.,in favor of,Jounalism is extremely important to the general public.,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1
2497,A23274,We must fight for the abolition of nuclear weapons.,in favor of,"Nuclear weapons should not exist and, if misused, could destroy the planet.",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
2507,A23289,We should abolish intellectual property rights,in favor of,The intellectual property rights do not work. We see this with hacking websites as well as state actors such as China. there is no interest in holding on to a broken system.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2509,A23291,We should ban the Church of Scientology,in favor of,Scientology is a cult that washes people's brains,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2511,A23294,We should ban fast food.,against,There is no need to ban fast food because there are a few healthy options to choose from. It is up to the person to make smarter decisions about their diet and their future health.,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2514,A23300,We should ban whaling.,in favor of,Because it is a cruel way of killing a whale and causes great suffering and could cause the extinction of certain species of whales.,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
2518,A23305,We should adopt a austerity regime.,against,We should not adopt an austerity regime because it will damage a good process.,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0
2522,A23309,We should ban cosmetic surgery for minors.,in favor of,Minors are not mature enough to make such decisions.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
2525,A23314,We should ban cosmetic surgery for minors.,against,"Intimidation and insecurity are ubiquitous in a world of teenagers.It has very serious effects.If a little plastic surgery would solve this, it should be allowed.It is worth it to prevent major emotional pains.",0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2536,A23332,We should ban human cloning.,in favor of,There must be a limit to what science can do ethically and human cloning is a step too far away and should be banned from fear that this science will be missed.,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
2539,A23336,We should cancel the pride parades.,against,· Pride parades are important events for equal rights,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
2540,A23338,We should adopt gender-neutral language.,against,"We should not adopt this, it would be confusing for young children.The way we did things still works and there is no need to change it.",0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2543,A23341,We should legalize sexual selection,against,Sexual selection should not be legalized because it is contrary to Bible teachings.,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
2552,A23360,We should abolish intellectual property rights,against,"Intellectual property rights protect someone's research and hard work, ensuring that they can be recognized and rewarded for their efforts.",1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2553,A23363,We must fight for the abolition of nuclear weapons.,in favor of,Nuclear weapons are expensive to maintain,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
2554,A23364,We should ban the use of children's actors.,against,I think we should not ban the use of children's actors because it is good for cultural training.,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
2560,A23375,We should adopt gender-neutral language.,against,There is no need for gender-neutral language. Someone could be an actress or actor and can identify themselves as without changing the language we use.,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
2568,A23386,We should subsidize space exploration.,against,"Space exploration can be private and get money from private funds, why should we keep it?",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2571,A23391,We should ban cosmetic surgery.,in favor of,"Many times, physical and emotional effects after cosmetic surgery run counter to the main objective of obtaining surgery.",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
2573,A23393,We should abolish zoos.,in favor of,"Zoos are horrible places that keep animals in tiny cages, and then charge high public prices to see them.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
2575,A23395,We should subsidize student loans.,in favor of,The debt of student loans is a huge pressure on workers and should be subsidized.,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2580,A23406,We should ban cosmetic surgery for minors.,against,Minors should have a choice in what to do with their bodies.,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2582,A23408,We should adopt atheism,against,People should be able to believe what they want and not be forced into atheism.,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2583,A23410,We must fight for the abolition of nuclear weapons.,against,Nuclear weapons are important in the fight against those who want to hurt their enemies,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2584,A23411,We should limit the remuneration of executives.,against,"By providing high pay to managers of a company, you can get a better employee and the company will earn more money. Therefore, we should not limit their salary.",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2590,A23419,We should ban human cloning.,in favor of,cloning could lead to human designers and we will lose the diversity of the human race,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
2595,A23425,We should ban cosmetic surgery for minors.,against,"People should be free and open to making their own choices and if they have to make decisions that they regret later, then this will teach them important lessons for the rest of their lives.",0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
2596,A23426,We should abolish intellectual property rights,in favor of,Intellectual property rights stifle growth and information by preventing the free flow of ideas.,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2597,A23428,We should ban missionary work,against,Missionary work is important because it brings energy to new countries.,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2602,A23435,We should ban whaling.,in favor of,Whale hunting should be prohibited because we need to protect whales from extinction.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2604,A23437,We should adopt a austerity regime.,against,A austerity regime favours the continuation and growth of a country's debt that allows dependence on other countries instead of dealing with and repairing the problems of a particular country that prevents self-growth.,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2609,A23444,We should ban cosmetic surgery.,in favor of,"- Aesthetic surgery is not necessary, and it's useless.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
2612,A23450,We should ban cosmetic surgery for minors.,in favor of,Minors are not in a position to make such a life change decision as cosmetic surgery.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
2613,A23451,We should adopt a multi-party system.,against,A multi-stakeholder system could add more complexity and create situations where problems become impossible to solve.,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2614,A23452,We should ban targeted murders.,against,"The evil has penetrated society, and there are times when there is no other way to eradicate it than to resort to force, evil cannot be overcome by discourse, it is necessary to fight fire with fire.",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2620,A23460,We should abolish safe spaces.,in favor of,"Safe spaces may be the intention, but people do not necessarily adhere to such titles and would not be differentiated from a safe space to a negative space.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
2631,A23473,We should ban human cloning.,in favor of,Human cloning should be banned because it is equivalent to playing god.,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
2632,A23475,We should abolish zoos.,in favor of,These are places where animals are abused No one knows how much an animal suffers that is removed from its habitat only for human entertainment,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
2633,A23479,We should ban the Church of Scientology,in favor of,The Church of Scientology is a corrupt organization that preaches extreme values and is detrimental to society.,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2637,A23483,We should ban fast food.,against,The fast food is a cheap treat and to ban it would be to remove the joy of life for many people.,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2639,A23487,We should ban missionary work,against,The Missionary Work Is Very Useful to Many,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2642,A23490,We should abolish the Olympic Games,against,We shouldn't abolish the Olympic Games because it's a form of entertainment for many people.,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2656,A24014,We should abolish zoos.,against,Zoos protect endangered animals.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
2658,A24017,We should adopt atheism,against,"Religions produce color for the world and celebrate the diversity of people so that it would be a more dull world without it, so we should not adopt atheism.",0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
2660,A24019,We should abolish the Olympic Games,in favor of,"The Olympic Games are an extremely expensive undertaking to host, and history is littered with countries left financially broken in the aftermath.",0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
2661,A24021,We should ban cosmetic surgery for minors.,in favor of,The cosmetic surgery for minors does not address self-esteem problems and the results of cosmetic surgery are irreversible.,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2663,A24027,We should ban the Church of Scientology,against,"People have the right to follow any religion they choose, even if they love a science fiction novel.",1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2665,A24029,We should ban telemarketing.,in favor of,• Telemarketers try to force a product or service without worrying if you even need it,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2669,A24039,We should adopt libertarianism.,against,Libertarianism would lead to the collapse of tax-free infrastructure to finance the government.,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
2671,A24041,We should abolish zoos.,against,The zoos do a very important job for conservation. Their reproductive programs have prevented some species from disappearing.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2672,A24042,We should cancel the pride parades.,against,To support gays then we should allow parades of pride,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
2680,A24052,We should introduce compulsory voting.,in favor of,"The compulsory vote will represent all citizens, not just those who already vote.",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2682,A24054,We should ban the Church of Scientology,against,• Freedom of religion should enable the Church of Scientology to continue to function,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
2685,A24059,We should adopt a multi-party system.,in favor of,One key advantage of a multiparty system is that voters have the choice of the political party they can choose to elect.,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2686,A24060,We should legalize sexual selection,against,The choice of sex should not be legalised because it is contrary to nature.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2687,A24061,We should oppose collectivism.,against,Sometimes it is easier to make your voice pass if the voice is heard as a group,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
2688,A24063,We should limit the remuneration of executives.,against,"There should be no limit to the remuneration of managers, they deserve compensation on the basis of the company's profits.",0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2691,A24066,We must put an end to the use of economic sanctions.,against,"By imposing economic sanctions on a country, you will force them to change the way they do things because it creates difficulties for citizens who will in turn rebel against the government.",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2694,A24070,We should ban whaling.,in favor of,· Whales are necessary for the ecological sustainability of the oceans,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
2695,A24071,We should abolish intellectual property rights,against,"If someone invents something, they should be able to take advantage of it.",0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2704,A24086,We should abolish safe spaces.,against,"♪ Safe spaces provide a necessary service, to give people a place where they won't be judges for whom they are ♪",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
2710,A24097,We should abolish safe spaces.,against,We must not abolish safe spaces because they are vital for people who struggle in social situations and need a quiet zone to calm down during a panic crisis.,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2714,A24103,We should abolish zoos.,against,- Zoos are a great way for people to learn about animals.,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2717,A24107,We should oppose collectivism.,in favor of,"· Collectivism does not allow a person to stand out from others, which may be negative",0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2719,A24110,We should ban whaling.,in favor of,The whale contributes to the extinction of a life form and is unethical,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
2721,A24112,We should ban whaling.,against,Whale hunting has been an integral part of many cultures for centuries.,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2724,A24115,We should abolish intellectual property rights,in favor of,• Intellectual property rights must be abolished so as not to slow down innovation,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2730,A24125,We should legalize sexual selection,against,"Sexual selection will invariably lead to a slippery slope of screening for other genetic factors: hair colour, tenacity, etc. where will it stop?",0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0
2733,A24128,We should ban human cloning.,in favor of,"• Contamination can happen very easily, cloning a human with contaminated cells could lead to diseases without any cure being widespread worldwide",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0
2739,A24138,We should adopt libertarianism.,against,Libertarism is a form of selfishness that promotes the rights of the individual over the rights of everyone.,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2741,A24141,We should ban missionary work,against,We should not ban missionary work because much progress has been made because of this in poor countries.,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2743,A24145,We should ban human cloning.,in favor of,Human cloning runs counter to nature and should be banned.,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
2744,A24146,We should ban the Church of Scientology,against,We live in a free society where people should be allowed to practice any religion they choose.,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2749,A24154,We should limit the remuneration of executives.,in favor of,People who do the real job are regular associates and executives should not be rewarded for someone else's work,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
2751,A24157,We should ban algorithmic trading.,in favor of,The algorithmic trading will put many stock brokers and analysts out of business.,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2755,A24165,We should legalize trade in organs.,in favor of,We should legalize organ trade because it will be better monitored than having organs sold on the black market.,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2756,A24166,We must limit judicial activism,in favor of,· Judicial activism should be limited because the legislative and executive branches of government are better involved in the drafting of laws,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2761,A24173,We should cancel the pride parades.,in favor of,"· Pride parades cause too many problems in the community, disrupting peace and causing a lot of waste",0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0
2764,A24176,We should ban fast food.,against,"In moderation, fast food can be a treat or a convenient meal for the busy people. We should allow people to enjoy it.",0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2768,A24180,We should give up the use of the school uniform.,against,The school's uniforms prevent the school from becoming a fashion show.,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0
2769,A24181,We should legalize sexual selection,against,We should not legalize sexual selection because it could cause an unbalanced society.,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
2773,A24187,We should ban cosmetic surgery for minors.,against,"- Aesthetic surgery for minors should not be prohibited since their right to autonomy is still in force, an event if it is applied by their parents (or any other legal guardian).",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2775,A24191,We should adopt gender-neutral language.,against,"There is no need to adopt gender-neutral language, as it will create resentment among those who strongly identify with their birth or sex.",0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0
2777,A24194,We should limit the remuneration of executives.,against,Senior employees have worked hard to reach the level they have and should be compensated for it.,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2787,A24207,We should adopt gender-neutral language.,in favor of,"Women can do everything men can, and the adoption of gender-neutral language would reinforce this concept.",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
2790,A24215,We should limit the remuneration of executives.,against,• High executive remuneration is needed to get the best executives in your company,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2797,A24224,We should abolish zoos.,against,The zoos protect a large number of missing animals and should remain open.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
2803,A24238,We should adopt gender-neutral language.,in favor of,We should adopt non-sexist language because it will create a society where men are no more powerful and important than women.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
2806,A24242,We should ban targeted murders.,against,We should not ban targeted murders because it is a legitimate tool in foreign wars to remove the greatest enemies.We need to use all the tools available for us.,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
